VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние исходное;Состояние;В основной выборке;Ценовой сегмент;Срок хранения;Срок публикации;Цена продажи факт;% цены к рынку;МЦП;% цены к МЦП;% цены к МЦП исходный;Отклонение от МЦП, ₽;Отклонение от МЦП, % п.п.;Суммарные затраты;% затрат к рынку выбытие;GM1, ₽;GM1, %;GM2, ₽;GM2, %;Категория GM2;Средний пробег рынка;Количество звонков за последнее время;Количество звонков;Статус звонков;Скоринг исходный;Средняя скорость продажи;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Собственнику;Подготовка оценка;Цена продажи из оценки (не МЦП);Оценок по VIN;Оценщики все;Менеджеры все;Дублей в выбытиях;Дублей в МЦП;Есть МЦП;Есть оценка;flag_no_publication;flag_zero_calls;flag_calls_no_data;flag_below_market;flag_below_market_90;flag_below_market_80;flag_quick_below_market;flag_below_ocp;flag_below_ocp_95;flag_below_ocp_90;flag_negative_gm2;flag_multiple_evaluations;Риск-балл;Уровень риска;Риск-флаги
WAUZZZF27KN035518;Авангард Выкуп;Audi;A6;2019;165000;Отличное (A);A;True;3–5 млн ₽;16.0;17.0;3300000.0;;;;;;;3100000.0;;200000.0;6.0;97604.0;3.0;Низкая прибыль;;1.0;1.0;звонки были;2;41;Мироненко Алексей;Мироненко Алексей;Выкуп;80.0;2728778.0;9622.0;3423000.0;1;Мироненко Алексей;Мироненко Алексей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
XW8ZZZ61ZKG004934;Avangard Приморский;Volkswagen;Polo;2018;92791;Хорошее (B);B;True;1–2 млн ₽;5.0;1.0;1161000.0;108.0;;;;;;889000.0;83.0;272000.0;23.0;187371.0;16.1;Высокая прибыль;211187;;;нет данных;4-;27;Симаньков Артем;Симаньков Артем;Trade-In на новый;81.0;945700.0;20000.0;1073000.0;1;Симаньков Артем;Симаньков Артем;1;1;False;True;False;False;True;False;False;False;False;False;False;False;False;False;0;Низкий;нет данных по звонкам
JN1TDNS51U0570082;Авангард Выкуп;Infiniti;QX70;2014;94455;Отличное (A);A;True;2–3 млн ₽;21.0;20.0;2350000.0;123.0;;;;;;2000000.0;104.0;350000.0;15.0;207692.0;8.8;Высокая прибыль;237311;2.0;2.0;звонки были;2;27;Юраго Сергей;Юраго Сергей;Trade-In;80.0;1768778.0;9622.0;2223000.0;1;Юраго Сергей;Юраго Сергей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
WDC2533641F467190;Авангард Выкуп;Mercedes-Benz;GLC Coupe AMG;2018;50450;Хорошее (B);B;True;3–5 млн ₽;12.0;12.0;4220000.0;100.0;;;;;;3609622.0;86.0;610378.0;14.0;381360.0;9.0;Высокая прибыль;113000;0.0;7.0;звонки были;1-;;Михайлов Павел;Михайлов Павел;Trade-In на новый;79.0;4339600.0;20000.0;4844000.0;1;Михайлов Павел;Михайлов Павел;2;2;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
WDD2130051A541104;Avangard Приморский;Mercedes-Benz;E-Класс;2019;135685;Хорошее (B);B;True;3–5 млн ₽;19.0;16.0;3090000.0;93.0;;;;;;2640808.0;80.0;449192.0;15.0;274505.0;8.9;Высокая прибыль;166876;2.0;2.0;звонки были;2+;29;Тронягин Кирилл;Малкин Денис;Trade-In на новый;80.0;2700000.0;20000.0;3133333.0;1;Тронягин Кирилл;Малкин Денис;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z8NFBNJ11ES060563;Avangard Приморский;Nissan;Qashqai;2018;99450;Среднее (C);C;True;1–2 млн ₽;17.0;15.0;1680000.0;87.0;;;;;;1569066.0;81.0;110934.0;7.0;52382.0;3.1;Низкая прибыль;112357;1.0;1.0;звонки были;3;23;Вырышев Максим;Вырышев Максим;Trade-In на новый;82.0;1550000.0;20000.0;1744444.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
JTMKD31V405032526;Авангард Выкуп;Toyota;RAV4;2008;148271;Отличное (A);A;True;1–2 млн ₽;8.0;7.0;1100000.0;100.0;;;;;;900000.0;82.0;200000.0;18.0;128846.0;11.7;Высокая прибыль;185947;2.0;2.0;звонки были;2+;44;Юраго Сергей;Юраго Сергей;Выкуп;80.0;845578.0;9622.0;1069000.0;1;Юраго Сергей;Юраго Сергей;1;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
KNADH411BA6588024;Avangard Приморский;Kia;Rio;2009;203271;Плохое (D);D;True;<1 млн ₽;8.0;0.0;320000.0;59.0;;;;;;229000.0;43.0;91000.0;28.0;61499.0;19.2;Высокая прибыль;200149;;;нет данных;3;24;Параничев Андрей;Параничев Андрей;Trade-In на новый;65.0;300720.0;20000.0;422000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
JN1BBUJ32U0004901;Avangard Приморский;Nissan;Teana;2008;175170;Плохое (D);D;True;<1 млн ₽;15.0;0.0;450000.0;51.0;;;;;;356966.0;40.0;93034.0;21.0;61339.0;13.6;Высокая прибыль;239055;;;нет данных;3;49;Вырышев Максим;Вырышев Максим;Trade-In на новый;56.99999999999999;500000.0;20000.0;577778.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
TMBLD6NS7J8011112;Авангард Выкуп;Skoda;Kodiaq;2017;150901;Среднее (C);C;True;2–3 млн ₽;10.0;9.0;2100000.0;86.0;;;;;;1880000.0;77.0;220000.0;10.0;133322.0;6.3;Средняя прибыль;155982;1.0;1.0;звонки были;3-;49;Бабкин Кирилл;Бабкин Кирилл;Выкуп;0.0;;;;1;Бабкин Кирилл;Бабкин Кирилл;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
WF0RXXGCDRBD00524;Avangard Приморский;Ford;Kuga;2011;168737;Плохое (D);D;True;<1 млн ₽;2.0;0.0;480000.0;57.0;;;;;;380000.0;45.0;100000.0;21.0;69917.0;14.6;Высокая прибыль;199954;;;нет данных;2;34;Вырышев Максим;Вырышев Максим;Trade-In на новый;65.0;550000.0;20000.0;633333.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
LVTDD24B6ND253402;Avangard Приморский;Exeed;VX;2022;63576;Хорошее (B);B;True;2–3 млн ₽;18.0;17.0;2590000.0;98.0;;;;;;2243600.0;85.0;346400.0;13.0;208525.0;8.1;Высокая прибыль;74625;1.0;1.0;звонки были;4-;29;Параничев Андрей;Параничев Андрей;Trade-In на новый;84.0;2290300.0;20000.0;2567000.0;1;Параничев Андрей;Параничев Андрей;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XUFJA685JE3032562;Авангард Выкуп;Chevrolet;Cruze;2014;112000;Хорошее (B);B;True;<1 млн ₽;19.0;17.0;720000.0;87.0;;;;;;9622.0;100.0;30378.0;4.0;9693.0;1.3;Низкая прибыль;168396;5.0;10.0;звонки были;4-;19;Безносов Никита;;Комиссия;0.0;802378.0;9622.0;842000.0;1;Безносов Никита;;2;2;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
WDF44781313140205;Avangard Приморский;Mercedes-Benz;V-Класс;2016;206888;Хорошее (B);B;True;3–5 млн ₽;13.0;14.0;4130000.0;97.0;;;;;;9000.0;0.0;;;;;;179970;0.0;0.0;0 звонков;2-;41;Бойцов Иван;Бойцов Иван;Trade-In на новый;83.0;3746500.0;20000.0;4185000.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;True;False;True;False;False;False;False;False;False;False;False;4;Средний;"0 звонков; ниже рынка"
XWEJE551890000458;Avangard Приморский;Kia;Sportage;2009;367730;Плохое (D);D;True;<1 млн ₽;2.0;0.0;400000.0;50.0;;;;;;280000.0;35.0;120000.0;30.0;84093.0;21.0;Высокая прибыль;280232;;;нет данных;;;Вырышев Максим;Вырышев Максим;Trade-In на новый;61.0;400000.0;20000.0;466667.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;True;True;False;False;False;False;False;10;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней"
X9FPXXEEDPAA34312;Avangard Приморский;Ford;Focus;2010;195979;Среднее (C);C;True;<1 млн ₽;15.0;0.0;499000.0;81.0;;;;;;245976.0;40.0;253024.0;51.0;174109.0;34.9;Высокая прибыль;218566;;;нет данных;3;19;Вырышев Максим;Вырышев Максим;Trade-In на новый;51.0;300000.0;20000.0;355556.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;True;False;True;True;True;False;True;False;False;False;False;False;8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней"
YV1MZ29H0K2187967;Авангард Выкуп;Volvo;V40;2019;51000;Отличное (A);A;True;Нет данных;1.0;0.0;;;;;;;;;;;;;;;;;;нет данных;;;Коротков Павел;Коротков Павел;Выкуп;80.0;1109578.0;9622.0;1399000.0;3;"Безносов Никита; Коротков Павел";"Безносов Никита; Коротков Павел";1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;True;3;Средний;"без публикации; нет данных по звонкам; несколько оценок"
Z94G2813BMR355717;Avangard Приморский;Hyundai;Creta;2021;87639;Хорошее (B);B;True;1–2 млн ₽;25.0;23.0;1975000.0;96.0;;;;;;1725600.0;84.0;249400.0;13.0;132608.0;6.7;Средняя прибыль;89319;3.0;3.0;звонки были;4+;12;Бойцов Иван;Бойцов Иван;Trade-In на новый;84.0;1716100.0;20000.0;1929000.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XWFSK6E01C0000681;Avangard Приморский;Chevrolet;Tahoe;2012;208000;Среднее (C);C;True;1–2 млн ₽;20.0;0.0;1530000.0;65.0;1719101.1235955055;89.0;89.0;-189101.1235955055;-11.0;1455390.0;62.0;74610.0;5.0;35628.0;2.3;Низкая прибыль;254800;;;нет данных;3-;27;Вырышев Максим;Вырышев Максим;Trade-In на новый;64.0;1550000.0;20000.0;1744444.0;1;Вырышев Максим;Вырышев Максим;1;1;True;True;True;False;True;True;True;True;True;True;True;True;False;False;15;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; ниже МЦП; ниже 95% МЦП; ниже 90% МЦП"
LGWFF9A69PM601434;Avangard Приморский;Tank;500;2023;142500;Хорошее (B);B;True;3–5 млн ₽;29.0;27.0;3554000.0;91.0;;;;;;3021100.0;78.0;532900.0;15.0;305180.0;8.6;Высокая прибыль;60606;1.0;1.0;звонки были;4-;36;Вырышев Максим;Вырышев Максим;Trade-In на новый;81.0;3026500.0;20000.0;3385000.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
YV1BW754191098266;Avangard Приморский;Volvo;V70;2008;449100;Среднее (C);C;True;<1 млн ₽;11.0;0.0;365000.0;43.0;553030.303030303;66.0;66.0;-188030.30303030298;-34.0;259000.0;31.0;106000.0;29.0;71492.0;19.6;Высокая прибыль;336000;;;нет данных;1+;;Вырышев Максим;Вырышев Максим;Trade-In на новый;44.0;300000.0;20000.0;355556.0;1;Вырышев Максим;Вырышев Максим;1;1;True;True;True;False;True;True;True;True;True;True;True;True;False;False;15;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; ниже МЦП; ниже 95% МЦП; ниже 90% МЦП"
MR0FR22G300752881;Avangard Приморский;Toyota;Hilux;2013;216300;Среднее (C);C;True;1–2 млн ₽;2.0;0.0;1300000.0;61.0;1477272.7272727273;88.0;88.0;-177272.7272727273;-12.0;1209000.0;56.0;91000.0;7.0;61178.0;4.7;Средняя прибыль;242308;;;нет данных;3+;14;Бойцов Иван;Бойцов Иван;Trade-In на новый;74.0;1500000.0;20000.0;1688889.0;1;Бойцов Иван;Бойцов Иван;1;1;True;True;True;False;True;True;True;True;True;True;True;True;False;False;15;Критический;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже 80% рынка; ниже рынка ≤7 дней; ниже МЦП; ниже 95% МЦП; ниже 90% МЦП"
